artist,song_name,golden_label,golden_dist,base1_dist,base2_dist,ours_dist
노영심,그리움만 쌓이네,사랑&기쁨,"[0.4667, 0.2667, 0.0, 0.0, 0.0, 0.2667]",[0.601  0.0356 0.0162 0.014  0.1182 0.2149],[0.4761 0.0553 0.0214 0.0161 0.143  0.2881],"[0.4, 0.2667, 0.0, 0.0, 0.0, 0.3333]"
신중현,빗속의 여인 (1964년작) (ADD4),사랑&기쁨,"[0.7, 0.3, 0.0, 0.0, 0.0, 0.0]",[0.2097 0.4122 0.1299 0.0197 0.1399 0.0886],[0.3598 0.2488 0.0694 0.012  0.1383 0.1718],"[0.6, 0.2, 0.0, 0.0, 0.0, 0.2]"
정미조,휘파람을 부세요,사랑&기쁨,"[0.375, 0.5, 0.0, 0.0, 0.125, 0.0]",[0.0411 0.5113 0.3319 0.0394 0.0484 0.028 ],[0.0539 0.7626 0.1167 0.0127 0.0307 0.0234],"[0.375, 0.25, 0.25, 0.0, 0.125, 0.0]"
김성호,김성호의 회상,사랑&기쁨,"[0.3448, 0.069, 0.0345, 0.0345, 0.1724, 0.3448]",[0.5915 0.0528 0.0233 0.0139 0.1442 0.1743],[0.2158 0.4255 0.1814 0.0143 0.1083 0.0547],"[0.4483, 0.0345, 0.0, 0.0345, 0.4138, 0.069]"
시인과 촌장,가시나무,사랑&기쁨,"[0.25, 0.0, 0.0, 0.3333, 0.0833, 0.3333]",[0.1224 0.0564 0.0236 0.0209 0.5145 0.2621],[0.2156 0.0305 0.0223 0.0205 0.4199 0.2912],"[0.25, 0.0, 0.0, 0.1667, 0.1667, 0.4167]"
이문세,나는 행복한 사람,사랑&기쁨,"[0.125, 0.875, 0.0, 0.0, 0.0, 0.0]",[0.4591 0.1239 0.0351 0.0194 0.1495 0.2129],[0.3686 0.2434 0.0493 0.0142 0.1428 0.1816],"[0.125, 0.875, 0.0, 0.0, 0.0, 0.0]"
노고지리,찻잔,사랑&기쁨,"[0.3333, 0.6667, 0.0, 0.0, 0.0, 0.0]",[0.0303 0.7123 0.1328 0.0229 0.0682 0.0335],[0.0268 0.8555 0.0697 0.0094 0.0224 0.0163],"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
양희은,이루어 질 수 없는 사랑,사랑&기쁨,"[0.2143, 0.0714, 0.0, 0.2143, 0.1429, 0.3571]",[0.1607 0.3072 0.0626 0.0278 0.2143 0.2274],[0.1781 0.5505 0.0619 0.014  0.1007 0.0948],"[0.2143, 0.1429, 0.0714, 0.0, 0.0714, 0.5]"
한마음,갯바위,사랑&기쁨,"[0.1, 0.7, 0.0, 0.1, 0.0, 0.1]",[0.0559 0.6579 0.1346 0.0288 0.0785 0.0443],[0.067  0.752  0.0899 0.0106 0.0479 0.0326],"[0.1, 0.6, 0.1, 0.1, 0.0, 0.1]"
김창완,그대 나를 부를때,사랑&기쁨,"[0.25, 0.25, 0.0, 0.0, 0.3333, 0.1667]",[0.4995 0.0588 0.0209 0.0195 0.1174 0.2839],[0.4425 0.1293 0.041  0.0143 0.1453 0.2276],"[0.4167, 0.1667, 0.0, 0.0, 0.0, 0.4167]"
이종용,너,사랑&기쁨,"[0.2, 0.3, 0.0, 0.0, 0.0, 0.5]",[0.096  0.634  0.1137 0.0168 0.0862 0.0533],[0.0942 0.665  0.1346 0.0107 0.0588 0.0367],"[0.2, 0.2, 0.1, 0.0, 0.2, 0.3]"
윤시내,열애,사랑&기쁨,"[0.2, 0.8, 0.0, 0.0, 0.0, 0.0]",[0.3584 0.2314 0.0589 0.0267 0.157  0.1676],[0.1757 0.5454 0.0992 0.0149 0.0903 0.0746],"[0.2, 0.8, 0.0, 0.0, 0.0, 0.0]"
트윈 폴리오,안개,사랑&기쁨,"[0.5714, 0.0, 0.0, 0.0, 0.2857, 0.1429]",[0.3587 0.2616 0.1361 0.0199 0.1352 0.0886],[0.4114 0.2349 0.0837 0.013  0.1252 0.1317],"[0.0, 0.1429, 0.2857, 0.1429, 0.1429, 0.2857]"
Michael Jackson(마이클 잭슨),Love Never Felt So Good,사랑&기쁨,"[0.0, 0.8889, 0.0, 0.1111, 0.0, 0.0]",[0.0896 0.1605 0.1329 0.3348 0.2457 0.0365],[0.1563 0.2067 0.1546 0.2551 0.18   0.0473],"[0.4444, 0.2222, 0.0, 0.1111, 0.0, 0.2222]"
유주 (YUJU),이브닝 (Feat. BIG Naughty),사랑&기쁨,"[0.1875, 0.4688, 0.1562, 0.0938, 0.0, 0.0938]",[0.029  0.4789 0.4142 0.0287 0.0291 0.0201],[0.0199 0.6963 0.2394 0.0161 0.0181 0.0102],"[0.4062, 0.1562, 0.2188, 0.0, 0.125, 0.0938]"
김사월,붉은 늑대,사랑&기쁨,"[0.0, 0.9091, 0.0, 0.0909, 0.0, 0.0]",[0.0403 0.2315 0.5278 0.1556 0.0301 0.0147],[0.0227 0.4079 0.356  0.164  0.0341 0.0152],"[0.0, 0.9091, 0.0, 0.0, 0.0909, 0.0]"
폴킴(Paul Kim),너의 잠을 채워줄게 (Acapella),사랑&기쁨,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",[0.0206 0.6706 0.1889 0.0433 0.0504 0.0262],[0.0286 0.4084 0.477  0.0524 0.024  0.0096],"[0.125, 0.5, 0.375, 0.0, 0.0, 0.0]"
위아더나잇 (We Are The Night),우리들,사랑&기쁨,"[0.0909, 0.7273, 0.0455, 0.0455, 0.0, 0.0909]",[0.405  0.1788 0.0431 0.0183 0.1419 0.2128],[0.3553 0.251  0.0465 0.0135 0.1622 0.1715],"[0.1364, 0.4545, 0.1818, 0.0455, 0.0455, 0.1364]"
정우,나에게서 당신에게 (온스테이지 Ver.),사랑&기쁨,"[0.6154, 0.3846, 0.0, 0.0, 0.0, 0.0]",[0.1326 0.5071 0.1705 0.0232 0.0812 0.0853],[0.0471 0.689  0.1847 0.0151 0.039  0.0251],"[0.6923, 0.2308, 0.0, 0.0, 0.0769, 0.0]"
스윗소로우(SWEET SORROW),사랑해,사랑&기쁨,"[0.0303, 0.7576, 0.0909, 0.0606, 0.0, 0.0606]",[0.095  0.5251 0.1214 0.0545 0.0912 0.1128],[0.2651 0.338  0.0622 0.0217 0.1655 0.1475],"[0.1818, 0.6364, 0.0, 0.0606, 0.0, 0.1212]"
곽푸른하늘,이래도 좋아 저래도 좋아,사랑&기쁨,"[0.1538, 0.5385, 0.0769, 0.1538, 0.0, 0.0769]",[0.024  0.4756 0.373  0.0393 0.0638 0.0242],[0.0152 0.7951 0.1515 0.0147 0.0141 0.0093],"[0.1538, 0.3077, 0.1538, 0.0769, 0.3077, 0.0]"
민수,오해 금지 (Feat. BIG Naughty),사랑&기쁨,"[0.5, 0.2222, 0.0556, 0.0556, 0.1667, 0.0]",[0.3125 0.0356 0.0174 0.0146 0.3268 0.2929],[0.2363 0.4972 0.0789 0.0119 0.075  0.1007],"[0.2778, 0.1111, 0.1111, 0.0, 0.3889, 0.1111]"
조덕배,그대 내맘에 들어오면은,사랑&기쁨,"[0.0714, 0.3571, 0.5, 0.0, 0.0714, 0.0]",[0.0496 0.2335 0.5375 0.0334 0.1211 0.0249],[0.1394 0.3002 0.3274 0.0448 0.1441 0.0441],"[0.2143, 0.0714, 0.2143, 0.0714, 0.3571, 0.0714]"
부활,소나기,사랑&기쁨,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[0.4224 0.1741 0.0656 0.0143 0.1878 0.1357],[0.4435 0.0528 0.0358 0.012  0.2608 0.195 ],"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
쿨(COOL),All For You,사랑&기쁨,"[0.1905, 0.4762, 0.0476, 0.1429, 0.0476, 0.0952]",[0.0705 0.5135 0.2665 0.0165 0.0843 0.0486],[0.054  0.599  0.2639 0.0176 0.0396 0.0259],"[0.381, 0.2857, 0.0476, 0.0, 0.1429, 0.1429]"
소유 (SOYOU),썸 (feat. 릴보이 Of 긱스),사랑&기쁨,"[0.2381, 0.381, 0.0952, 0.1905, 0.0952, 0.0]",[0.1411 0.077  0.061  0.0156 0.6287 0.0766],[0.1375 0.192  0.3305 0.0882 0.2015 0.0504],"[0.0476, 0.3333, 0.1429, 0.1905, 0.2857, 0.0]"
유키카,오늘 밤 뭐해? (Prod. 노르웨이 숲),사랑&기쁨,"[0.5385, 0.0769, 0.0, 0.3846, 0.0, 0.0]",[0.0251 0.5197 0.3543 0.0375 0.0426 0.0208],[0.0308 0.3373 0.5439 0.0468 0.0298 0.0114],"[0.1538, 0.0, 0.1538, 0.3077, 0.1538, 0.2308]"
Taylor Swift(테일러 스위프트),You Belong With Me,사랑&기쁨,"[0.7619, 0.1429, 0.0, 0.0714, 0.0, 0.0238]",[0.0725 0.157  0.1139 0.4275 0.1949 0.0342],[0.0996 0.1428 0.0984 0.4206 0.2037 0.0349],"[0.0476, 0.3571, 0.0714, 0.119, 0.0952, 0.3095]"
정수라,난 너에게,사랑&기쁨,"[0.1176, 0.8824, 0.0, 0.0, 0.0, 0.0]",[0.0279 0.5873 0.2777 0.0243 0.053  0.0298],[0.0313 0.7001 0.2066 0.0186 0.0273 0.0161],"[0.0, 0.7647, 0.0, 0.0, 0.2353, 0.0]"
유재하,우리들의 사랑,사랑&기쁨,"[0.1429, 0.7857, 0.0, 0.0714, 0.0, 0.0]",[0.0696 0.6702 0.1375 0.025  0.055  0.0426],[0.1509 0.6145 0.0884 0.0123 0.0718 0.0621],"[0.0, 0.6429, 0.0, 0.1429, 0.1429, 0.0714]"
양파,애송이의 사랑,사랑&기쁨,"[0.3529, 0.5882, 0.0, 0.0, 0.0, 0.0588]",[0.2498 0.3256 0.0601 0.0255 0.1474 0.1916],[0.1165 0.6841 0.079  0.0117 0.0606 0.0481],"[0.3529, 0.3529, 0.0, 0.0, 0.1176, 0.1765]"
이브(Eve),너 그럴때면,사랑&기쁨,"[0.0909, 0.4545, 0.0, 0.0909, 0.1818, 0.1818]",[0.1911 0.0691 0.0322 0.0182 0.2837 0.4056],[0.3336 0.0387 0.0202 0.0147 0.2277 0.3651],"[0.2273, 0.3182, 0.0909, 0.0455, 0.2273, 0.0909]"
엠씨더맥스 (M.C the MAX),사랑의 時,사랑&기쁨,"[0.1429, 0.1429, 0.0, 0.2143, 0.2857, 0.2143]",[0.2247 0.2538 0.0638 0.0264 0.1714 0.2598],[0.2451 0.3988 0.0548 0.018  0.1323 0.1509],"[0.0714, 0.2143, 0.0, 0.2857, 0.2857, 0.1429]"
SHINee (샤이니),줄리엣 (Juliette),사랑&기쁨,"[0.0476, 0.7619, 0.0952, 0.0952, 0.0, 0.0]",[0.0405 0.3912 0.359  0.0612 0.0967 0.0513],[0.0502 0.2588 0.5092 0.0877 0.0712 0.0229],"[0.0476, 0.5238, 0.2381, 0.1905, 0.0, 0.0]"
The Quiett,Be My Luv,사랑&기쁨,"[0.3529, 0.4412, 0.0294, 0.1176, 0.0294, 0.0294]",[0.0489 0.2862 0.543  0.0331 0.0631 0.0257],[0.0754 0.1733 0.3475 0.2638 0.1135 0.0264],"[0.2941, 0.1765, 0.0294, 0.2353, 0.2353, 0.0294]"
백아(Baek A),내가 사랑을 했던가 이별을 했던가,사랑&기쁨,"[0.5, 0.125, 0.0625, 0.0, 0.0, 0.3125]",[0.5761 0.0726 0.0282 0.015  0.1386 0.1695],[0.4727 0.0494 0.0238 0.0112 0.169  0.2739],"[0.375, 0.0625, 0.0, 0.0, 0.25, 0.3125]"
심수봉,사랑밖엔 난 몰라,사랑&기쁨,"[0.5, 0.4, 0.0, 0.0, 0.0, 0.1]",[0.1875 0.5391 0.0975 0.0201 0.0744 0.0814],[0.0955 0.7211 0.0827 0.0111 0.0457 0.044 ],"[0.3, 0.4, 0.0, 0.0, 0.1, 0.2]"
노브레인 (NoBrain),넌 내게 반했어,사랑&기쁨,"[0.0, 0.5714, 0.3571, 0.0714, 0.0, 0.0]",[0.037  0.3761 0.4554 0.1046 0.0163 0.0106],[0.015  0.3881 0.5225 0.0531 0.0139 0.0074],"[0.0, 0.2143, 0.7143, 0.0714, 0.0, 0.0]"
여자친구(GFRIEND),오늘부터 우리는 (Me gustas tu),사랑&기쁨,"[0.1667, 0.6667, 0.1111, 0.0, 0.0, 0.0556]",[0.0278 0.64   0.2304 0.0276 0.0454 0.0288],[0.0201 0.7421 0.1965 0.0142 0.0161 0.0111],"[0.2778, 0.3889, 0.2778, 0.0, 0.0, 0.0556]"
임영웅,이제 나만 믿어요,사랑&기쁨,"[0.1053, 0.7895, 0.0, 0.0, 0.0526, 0.0526]",[0.1449 0.4961 0.164  0.0273 0.1023 0.0654],[0.1487 0.4307 0.2923 0.0191 0.0691 0.0402],"[0.3158, 0.4211, 0.0526, 0.0526, 0.0526, 0.1053]"
Damien Rice(데미안 라이스),The Blower's Daughter,사랑&기쁨,"[0.2727, 0.4545, 0.0, 0.0909, 0.0455, 0.1364]",[0.0797 0.161  0.1279 0.3419 0.2523 0.0373],[0.1033 0.162  0.105  0.3755 0.2186 0.0356],"[0.0455, 0.0455, 0.0455, 0.7273, 0.0, 0.1364]"
신촌 블루스,루씰 (Lucille),사랑&기쁨,"[0.0, 0.6, 0.1, 0.2, 0.1, 0.0]",[0.0489 0.6759 0.126  0.0283 0.0712 0.0497],[0.0225 0.8729 0.0633 0.0102 0.0171 0.0141],"[0.3, 0.5, 0.0, 0.0, 0.1, 0.1]"
김민우,사랑일뿐야,사랑&기쁨,"[0.5, 0.25, 0.0, 0.0, 0.25, 0.0]",[0.2196 0.0943 0.0492 0.0097 0.5137 0.1135],[0.2807 0.1375 0.1262 0.0247 0.3296 0.1012],"[0.5, 0.25, 0.0, 0.0, 0.25, 0.0]"
장혜진,내게로,사랑&기쁨,"[0.4286, 0.5714, 0.0, 0.0, 0.0, 0.0]",[0.1111 0.5013 0.2483 0.0307 0.0584 0.0502],[0.0458 0.6747 0.2058 0.0201 0.0361 0.0175],"[0.4286, 0.5714, 0.0, 0.0, 0.0, 0.0]"
파파야(Papaya),사랑만들기,사랑&기쁨,"[0.1034, 0.5862, 0.1379, 0.0345, 0.0345, 0.1034]",[0.2736 0.2094 0.1688 0.0466 0.148  0.1536],[0.3078 0.2928 0.1186 0.0194 0.1307 0.1306],"[0.1724, 0.3448, 0.2069, 0.1379, 0.0345, 0.1034]"
유리상자,사랑해도 될까요?,사랑&기쁨,"[0.0455, 0.7727, 0.1364, 0.0, 0.0, 0.0455]",[0.0203 0.4343 0.4591 0.024  0.0394 0.023 ],[0.023  0.4846 0.4431 0.0203 0.019  0.0101],"[0.0455, 0.4545, 0.2273, 0.0909, 0.1364, 0.0455]"
브라더수(BrotherSu),윗집 여자,사랑&기쁨,"[0.0833, 0.625, 0.125, 0.0833, 0.0833, 0.0]",[0.1909 0.1323 0.1367 0.0499 0.3476 0.1426],[0.1203 0.1685 0.16   0.2849 0.2146 0.0516],"[0.375, 0.375, 0.125, 0.0417, 0.0417, 0.0417]"
프롬(Fromm),서로의 조각 (with 기리보이),사랑&기쁨,"[0.1071, 0.7143, 0.0357, 0.0, 0.0714, 0.0714]",[0.0755 0.5468 0.1894 0.0264 0.0949 0.0669],[0.1254 0.5401 0.1741 0.0174 0.0881 0.0547],"[0.3214, 0.25, 0.0, 0.0, 0.3571, 0.0714]"
이하이,ONLY,사랑&기쁨,"[0.0, 0.8824, 0.0588, 0.0294, 0.0294, 0.0]",[0.0429 0.5909 0.2448 0.0215 0.0674 0.0325],[0.0464 0.6203 0.2601 0.0202 0.0374 0.0156],"[0.2647, 0.4706, 0.0882, 0.0, 0.0588, 0.1176]"
AB6IX (에이비식스),CHERRY,사랑&기쁨,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",[0.065  0.2277 0.1507 0.417  0.1132 0.0264],[0.0574 0.2502 0.1383 0.4338 0.0954 0.025 ],"[0.1818, 0.2727, 0.4545, 0.0, 0.0, 0.0909]"
Harry Connick Jr.(해리 코닉 주니어),A Wink and a Smile,사랑&기쁨,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[0.0884 0.1247 0.0884 0.4294 0.229  0.04  ],[0.0805 0.1148 0.0905 0.4678 0.2115 0.0348],"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
원미연,이별여행,사랑&기쁨,"[0.3571, 0.5, 0.0, 0.0, 0.0, 0.1429]",[0.3157 0.0994 0.0474 0.0199 0.2055 0.3121],[0.4194 0.0614 0.0312 0.0139 0.1703 0.3039],"[0.6429, 0.2143, 0.0, 0.0, 0.0714, 0.0714]"
이소라,바람이 분다,사랑&기쁨,"[0.6, 0.0, 0.0, 0.0, 0.0, 0.4]",[0.1834 0.0266 0.0154 0.0213 0.4616 0.2917],[0.1949 0.021  0.0213 0.0264 0.4412 0.2952],"[0.4667, 0.0, 0.0, 0.0, 0.0, 0.5333]"
AKMU(악뮤),"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",사랑&기쁨,"[0.3, 0.3, 0.0, 0.0, 0.1, 0.3]",[0.0489 0.0328 0.0336 0.013  0.7892 0.0826],[0.2391 0.0469 0.0596 0.029  0.4709 0.1546],"[0.1, 0.0, 0.0, 0.0, 0.4, 0.5]"
NCT 127,내일의 나에게 (The Rainy Night),사랑&기쁨,"[0.6875, 0.125, 0.0, 0.125, 0.0, 0.0625]",[0.4509 0.1935 0.0832 0.0205 0.1694 0.0825],[0.4873 0.1259 0.0715 0.0145 0.1572 0.1438],"[0.25, 0.125, 0.0625, 0.125, 0.125, 0.3125]"
Dua Lipa(두아 리파),Don't Start Now,사랑&기쁨,"[0.1304, 0.1739, 0.0, 0.5652, 0.0, 0.1304]",[0.0741 0.166  0.1345 0.3648 0.2246 0.0361],[0.1066 0.1484 0.1069 0.4023 0.2007 0.035 ],"[0.0435, 0.2174, 0.087, 0.4348, 0.1304, 0.087]"
이지연,그 이유가 내겐 아픔이었네,사랑&기쁨,"[0.25, 0.0, 0.0, 0.125, 0.0, 0.625]",[0.4256 0.0892 0.0337 0.0154 0.1834 0.2526],[0.331  0.0272 0.0155 0.0128 0.2333 0.3803],"[0.125, 0.0, 0.125, 0.0, 0.0, 0.75]"
여운(Yeo Woon),홀로된 사랑 (은상),사랑&기쁨,"[0.2105, 0.2105, 0.0, 0.0, 0.1053, 0.4737]",[0.3491 0.0569 0.0181 0.0189 0.1687 0.3883],[0.3861 0.0806 0.0208 0.013  0.1877 0.3118],"[0.4211, 0.2105, 0.0, 0.0, 0.2105, 0.1579]"
전유나,너를 사랑하고도,사랑&기쁨,"[0.0952, 0.7143, 0.0, 0.0, 0.0476, 0.1429]",[0.4101 0.0452 0.0196 0.0149 0.2077 0.3025],[0.3999 0.0487 0.0296 0.0131 0.2073 0.3014],"[0.1429, 0.7143, 0.0, 0.0, 0.0952, 0.0476]"
박미경,이유같지 않은 이유,사랑&기쁨,"[0.2, 0.1, 0.0, 0.1, 0.4, 0.2]",[0.2423 0.108  0.0477 0.0192 0.2599 0.3228],[0.3301 0.0391 0.0234 0.0137 0.2345 0.3593],"[0.2, 0.0, 0.0, 0.1, 0.6, 0.1]"
빅마마(Big Mama),체념,사랑&기쁨,"[0.1724, 0.1379, 0.0, 0.2069, 0.2414, 0.2414]",[0.5233 0.0475 0.0198 0.0199 0.1016 0.2878],[0.4588 0.0345 0.0187 0.0137 0.1449 0.3293],"[0.2414, 0.1034, 0.0, 0.2069, 0.2759, 0.1724]"
토이(Toy),뜨거운 안녕 (Vocal By 이지형),사랑&기쁨,"[0.4857, 0.4571, 0.0, 0.0, 0.0, 0.0571]",[0.085  0.5919 0.2069 0.021  0.0557 0.0396],[0.0612 0.67   0.1992 0.0125 0.0356 0.0216],"[0.3714, 0.2571, 0.1143, 0.0, 0.0571, 0.2]"
에픽하이 (EPIK HIGH),헤픈엔딩 (feat. 조원선 Of 롤러코스터),사랑&기쁨,"[0.2174, 0.087, 0.0, 0.3478, 0.0435, 0.3043]",[0.0594 0.3508 0.1088 0.1245 0.2608 0.0957],[0.115  0.1466 0.0363 0.1129 0.2891 0.3001],"[0.1739, 0.1739, 0.0, 0.3043, 0.0435, 0.3043]"
베이지(Beige),헤어지자는 말은 사랑한다는 말이야,사랑&기쁨,"[0.1935, 0.1613, 0.0, 0.3226, 0.0, 0.3226]",[0.3053 0.1897 0.0483 0.025  0.1827 0.2489],[0.3172 0.1456 0.0695 0.0246 0.2837 0.1594],"[0.2581, 0.129, 0.0, 0.2258, 0.2581, 0.129]"
줄리아드림(JuliaDream),말하지 못했어요,사랑&기쁨,"[0.1818, 0.1818, 0.1818, 0.0, 0.1818, 0.2727]",[0.3188 0.0564 0.0201 0.021  0.2105 0.3732],[0.304  0.0324 0.021  0.0162 0.2939 0.3325],"[0.0909, 0.1818, 0.0, 0.0, 0.0909, 0.6364]"
No Doubt(노 다우트),Don't Speak,사랑&기쁨,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[0.0859 0.17   0.1483 0.3142 0.2476 0.034 ],[0.1234 0.1888 0.1331 0.2917 0.2286 0.0345],"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
이선희,나 항상 그대를,사랑&기쁨,"[0.2, 0.7, 0.0, 0.0, 0.0, 0.1]",[0.5742 0.0817 0.0294 0.018  0.1085 0.1881],[0.4853 0.1222 0.0469 0.0154 0.1146 0.2157],"[0.45, 0.0, 0.0, 0.0, 0.25, 0.3]"
동물원,시청앞 지하철 역에서,사랑&기쁨,"[0.25, 0.5, 0.0, 0.125, 0.125, 0.0]",[0.0376 0.5239 0.3481 0.029  0.0394 0.0219],[0.0237 0.3302 0.5866 0.0306 0.0205 0.0084],"[0.125, 0.25, 0.125, 0.125, 0.125, 0.25]"
브라운 아이즈(Brown Eyes),벌써 일년,사랑&기쁨,"[0.6923, 0.2308, 0.0, 0.0, 0.0, 0.0769]",[0.1234 0.4478 0.1546 0.0317 0.1066 0.1359],[0.3607 0.1352 0.0838 0.018  0.2021 0.2002],"[0.6154, 0.0769, 0.0769, 0.0, 0.0, 0.2308]"
천용성,대설주의보,사랑&기쁨,"[0.4545, 0.1818, 0.0, 0.2727, 0.0909, 0.0]",[0.6461 0.0826 0.0559 0.0176 0.1187 0.079 ],[0.164  0.2127 0.4109 0.0321 0.132  0.0483],"[0.4545, 0.0, 0.0, 0.0909, 0.0909, 0.3636]"
카더가든,가까운 듯 먼 그대여,사랑&기쁨,"[0.5, 0.1111, 0.1667, 0.1667, 0.0556, 0.0]",[0.0769 0.5927 0.1704 0.0206 0.0833 0.0561],[0.1169 0.6205 0.138  0.014  0.0621 0.0484],"[0.5, 0.2778, 0.1667, 0.0556, 0.0, 0.0]"
우순실,잃어버린 우산,사랑&기쁨,"[0.3, 0.4, 0.0, 0.0, 0.1, 0.2]",[0.5001 0.0643 0.0245 0.0145 0.2407 0.1559],[0.4464 0.103  0.0437 0.0115 0.2354 0.16  ],"[0.2, 0.2, 0.0, 0.0, 0.2, 0.4]"
박학기,향기로운 추억 (응답하라 1988 삽입곡),사랑&기쁨,"[0.5, 0.5, 0.0, 0.0, 0.0, 0.0]",[0.0769 0.635  0.1835 0.0229 0.0525 0.0292],[0.0388 0.7217 0.1891 0.0098 0.0271 0.0135],"[0.5, 0.4, 0.0, 0.0, 0.1, 0.0]"
이범학,마음의 거리,사랑&기쁨,"[0.1304, 0.1304, 0.0, 0.087, 0.4348, 0.2174]",[0.3343 0.1053 0.032  0.0259 0.142  0.3604],[0.4601 0.0446 0.0215 0.0119 0.1693 0.2926],"[0.3478, 0.0, 0.0, 0.0, 0.4348, 0.2174]"
이후종,내일은 사랑,사랑&기쁨,"[0.3333, 0.4167, 0.0, 0.0833, 0.0833, 0.0833]",[0.0815 0.5426 0.1399 0.0225 0.1225 0.091 ],[0.2451 0.4148 0.0898 0.0142 0.1289 0.1072],"[0.0833, 0.4167, 0.0, 0.0833, 0.1667, 0.25]"
이수영,이별후 愛 이별,사랑&기쁨,"[0.1765, 0.4118, 0.0588, 0.1176, 0.0, 0.2353]",[0.4368 0.2785 0.0642 0.0214 0.0828 0.1163],[0.277  0.3888 0.0961 0.0135 0.1383 0.0864],"[0.1765, 0.1765, 0.0, 0.1176, 0.2353, 0.2941]"
포스트맨(Postmen),신촌을 못가,사랑&기쁨,"[0.3913, 0.3913, 0.0, 0.0, 0.087, 0.1304]",[0.5162 0.0318 0.0197 0.0193 0.1393 0.2737],[0.4783 0.0309 0.0267 0.013  0.1948 0.2564],"[0.4783, 0.2609, 0.0435, 0.0, 0.087, 0.1304]"
안녕하신가영,언젠가 설명이 필요한 밤,사랑&기쁨,"[0.2222, 0.2222, 0.0, 0.1111, 0.0, 0.4444]",[0.2008 0.4387 0.1482 0.016  0.1277 0.0686],[0.4426 0.1588 0.0639 0.0135 0.1765 0.1448],"[0.4444, 0.1111, 0.0, 0.1111, 0.2222, 0.1111]"
위수(Wisue),지나간 여름을 안타까워마,사랑&기쁨,"[0.4375, 0.3125, 0.125, 0.0, 0.0, 0.125]",[0.2295 0.2322 0.1128 0.0206 0.2275 0.1773],[0.3592 0.1174 0.0849 0.0194 0.2614 0.1577],"[0.3125, 0.0625, 0.125, 0.0, 0.0, 0.5]"
어반자카파,사랑이 떠나간 자리에,사랑&기쁨,"[0.2, 0.5, 0.0, 0.1, 0.0, 0.2]",[0.5475 0.0337 0.014  0.02   0.0929 0.2918],[0.4735 0.0525 0.0204 0.0138 0.1581 0.2817],"[0.8, 0.0, 0.0, 0.0, 0.1, 0.1]"
케이윌,Lay back,사랑&기쁨,"[0.2069, 0.5517, 0.1379, 0.0345, 0.069, 0.0]",[0.0644 0.2064 0.2102 0.3083 0.174  0.0367],[0.0944 0.3023 0.2961 0.1965 0.0796 0.031 ],"[0.4483, 0.3793, 0.1034, 0.0345, 0.0, 0.0345]"
NCT 127,Highway to Heaven,사랑&기쁨,"[0.0, 0.8235, 0.1765, 0.0, 0.0, 0.0]",[0.0204 0.3817 0.438  0.0777 0.0623 0.02  ],[0.0521 0.2055 0.4901 0.1904 0.0434 0.0186],"[0.1176, 0.5294, 0.2941, 0.0, 0.0588, 0.0]"
에일리(Ailee),Make up your mind,사랑&기쁨,"[0.0238, 0.4286, 0.0952, 0.4524, 0.0, 0.0]",[0.0375 0.2263 0.5473 0.1377 0.0381 0.013 ],[0.0644 0.3014 0.4712 0.0861 0.0591 0.0178],"[0.1429, 0.4048, 0.0714, 0.3333, 0.0, 0.0476]"
랄라스윗(lalasweet),같은 별자리,사랑&기쁨,"[0.2222, 0.7778, 0.0, 0.0, 0.0, 0.0]",[0.0663 0.3924 0.3028 0.0223 0.1751 0.0411],[0.0298 0.6083 0.2979 0.0186 0.0303 0.015 ],"[0.1111, 0.2778, 0.3333, 0.0, 0.1667, 0.1111]"
드림캐쳐,Cherry (Real Miracle) (JI U SOLO),사랑&기쁨,"[0.0, 0.95, 0.05, 0.0, 0.0, 0.0]",[0.0158 0.4072 0.506  0.0407 0.0198 0.0104],[0.0163 0.5555 0.3719 0.0325 0.0162 0.0077],"[0.2, 0.35, 0.3, 0.1, 0.05, 0.0]"
애슐리(Ashley),HERE WE ARE,사랑&기쁨,"[0.125, 0.7, 0.125, 0.025, 0.025, 0.0]",[0.0186 0.5415 0.3427 0.0431 0.0374 0.0167],[0.0177 0.6095 0.2891 0.0499 0.0234 0.0104],"[0.125, 0.25, 0.275, 0.075, 0.025, 0.25]"
에릭남(Eric Nam),Interview,사랑&기쁨,"[0.1579, 0.7895, 0.0526, 0.0, 0.0, 0.0]",[0.0249 0.3396 0.5335 0.0714 0.0191 0.0115],[0.0225 0.4445 0.4704 0.0363 0.0181 0.0082],"[0.5263, 0.3158, 0.0526, 0.0, 0.0526, 0.0526]"
