,diary,emotion,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
2161,"졸업식이 취소되어서 너무 아쉽다. 취소 이유는 중국 우한에서 처음 발병한 신종 코로나 바이러스 때문이다. 인생 마지막 졸업식인데 이렇게 취소가 되어버리다니 너무 허무하다. 사실은 졸업식에 별로 가고 싶지 않았다. 강의실에 우르르 모여 앉아 형식적인 학생회장의 말을 듣고, 그저 강의하는 사람 그 이상 그 이하도 아니었던 교수님들과 어색한 포옹을 하고 악수를 하며 학위기를 받는 그 상황이 너무 민망하고 어색할 것 같아서 가고 싶은 마음이 없었다. 그러다 마음을 바꾸게 된 건 우리 엄마의 부탁 때문이었다. 원래대로라면 2년 전에 이미 졸업을 했었어야 하지만 휴학, 유예 등으로 졸업이 2년이나 밀렸다. 2년을 기다려주시고, 이제 50대가 된 우리 엄마가 '더 늙기 전에 학사모 쓰고 사진 찍고 싶어!'라며 귀여운 부탁을 했다. 끝까지 거절하려다가 정말 얼마전에 엄마한테 졸업식 가자고 말씀드렸고, 엄마도 졸업식 날에 맞춰 연차까지 쓰셨지만 타이밍도 참. 속상하다. 팔정도에 있는 코끼리는 졸업식 때에만 올라탈 수 있다는 소문이 있다. 처음엔 갈 생각 없었던 졸업식이지만, 갈 마음을 먹고 나니 학사모 쓰고 코끼리 올라 탈 생각에 설레었는데 졸업식이 아예 취소가 되어버리니까 아쉬운 마음이 드는 건 왜일까? 8월에 있을 가을 학위수여식과 함께 진행한다고 하는데, 어느 누가 그 때를 기억하고 가겠어. 나는 괜찮은데, 엄마가 너무 아쉬워해서 마음이 쓰인다. 대학 입학부터 졸업까지 아무탈 없이, 걱정 없이 학교 생활 할 수 있게 도와주신 부모님께 졸업식 날에 맞춰서 꽃다발 선물이라도 해드려야겠다는 생각을 했다. 부모님 덕분에 좋은 학교 다니며, 더 멋진 사람으로 성장할 수 있게 도와주신 것에 대한 감사의 표현을 하는 것은 당연한 것 아닌가? '조금만 더 열심히 할 걸' 아쉬움이 남는 4년의 학교생활이었지만, 부모님 곁을 떠나 처음으로 타지에서 혼자 생활을 해보는 것부터 시작해서 처음 경험해볼 수 있었던 것들이 많아 행복했다. 물론 행복만 한 건 아니었지만, 대학 생활이 좋은 기억으로만 남지는 않겠지만, 그래도 소중했던 4년의 시간 덕분에 스스로 성장할 수 있었다.",5,,,,,
2162,살 다 보니 어느 새 현역에서 은퇴하여 손주를 보며 즐거워하는 나이가 되었다. 지난 날을 되돌아 보면 세사을 그저 그렇게 열심히 살아오지 않은 것에 대해 후회가 미련에 남아 왜 그랬을까?로 시작해서 그 때 정신을 차렸으면 하는 아쉬움이 남는다. 아마도 내 또라나 더나이를 드신 분들은 한  번쯤 이런 생각을 했으리라.,1,,,,,
2163,그러다가 어떤 계기가 되어 한 10년 열심히 해서 집 한 채 마련하여 평범한 삶을 살고 있다. 그렇다고 지금에 처지에 불만이 있는 것은 아니고 내가 열심히 살지 않았기 때문에 현재의 상황에 감사하며 살고 있지만 왜? 많은 사람들이 젊은 시절에는 미래에 대해 계획하고 실천하지 못하고 나이가 들어가며 철이 들면서정신을차리고 사는 걸까에 대한 의문은 아직도 남아있다.(물론 다 그런 것은 아니지만),1,,,,,
2164,사람이 태어나 살아가면서 열심히 일하면 일한 만큼의 대가를 얻어 의식주에 대한 고민 없이 생활하고 인간으로서 다양한 경험과 가치를알아가며 살아가는 것이 내가 생각하는 이상이자 꿈이다. 그러나 현실은 너무 팍팍하여 인간으로 태어난 것이 마치 일하러 태어난 것인냥 일에 치우쳐 살아가는 것이참 안타깝기만 하다. 난 참으로 이상주의자인가보다.,1,,,,,
2165,"우리나라의 결혼식 문화는 한 번이라도 안면이 있는 사람은 본인 혹은 자녀의 결혼에 청첩장을 보낸다. 보내는 사람은 어떤 생각으로 보내는지 모르겠지만 받는 사람의 입장에서는 참 생각이 많아진다. 자주 만나고 친한 사이라면 기꺼이 축하해주며 참석하겠지만, 어쩌다 아는 사이 같은 경우에는 참석을 해야 할지, 참석을 하더라도 축의금을 얼마나 내야할지 고민인 것이다.",3,,,,,
2166,누구를 위해서 결혼식에 초대를 할까?,3,,,,,
2167,식장에 많은 사람이 왔다는 것을 과시하기 위해서?,3,,,,,
2168,축하객이 적으면 초라한 사람일까?,5,,,,,
2169,"이렇듯 삶을 어느 정도 살다 보니 나이 들은 것이 참 좋은 것이 많다. 치열한 경쟁에서 벗어나서 좋고, 자식들 다 커서 각자의 일을 하니 자식부담에서 벗어나서 좋으니 자연히 마음의 여유가 생겨 세상을 바라보는 시각도 달라짐을 느낄 수 있다.",1,,,,,
2170,일이 하기 싫다. 오늘은 늦게 일어나서 지각을 할 뻔했지만 지각을 하지 않았다. 다행이다.,3,,,,,
2171,맨날 가기 싫다 가지말까 이고민하면서 지각하기 싫어서 열심히 씻고 준비하는 내가 너무 모순적이다.,3,,,,,
2172,코로나 바이러스 때문에 외출을 삼가하세요 여행가지마세요 하면서 왜 출근은 하라는거지?,3,,,,,
2173,출퇴근시간에 모든 사람을 다 만나느데 말이지,3,,,,,
2174,오늘 점심은 뭐먹지 생각만해도 너무좋아 마라탕이 먹고싶다. 배달시키고 싶다,1,,,,,
2175,근데 아직 월급을 받지못했으니깐 돈을아껴야지 나는 거지니깐 흑흑,5,,,,,
2176,일을하다보면 자꾸 당이 떨어져서 뭐를 먹게된다. 오늘도 벌써 초코쿠키를 얼마나 먹은거야,1,,,,,
2177,내가 진짜 다이어트를 할 수가 없구나 정말,5,,,,,
2178,내일은 금요일 야호 소리질러야하지만 나는 내일 야근을 해야해,3,,,,,
2179,누가 금요일에 야근해!! 하는데 그것이 바로 나,3,,,,,
2180,이거 쓰면서 눈이 너무 건조하다 인공눈물도 거의 다 써간다 돈없는데 좀 천천히 사라져주렴 흑흑,5,,,,,
2181,맨날 보는 사람들 정들법도한데 왜 이사람들은 매일매일 나를 화나게하는걸까요,3,,,,,
2182,왜 서로 변하지 않는걸까요 그것은 내가 일을 못해서 그런거겠지 라고 생각하면서 오늘도 더 잘해보려고 노력해야지,3,,,,,
2183,얼른 퇴근하고 강아지랑 놀고싶다. 따뜻한 집밥도 먹고싶다. 침대에 누워서 자고 싶다.,1,,,,,
2184,내일은 야근안하고 친구들만나서 놀고싶다. 불금인데 왜 나만 야근을 하는거야 나도 친구 생일파티 가고싶다.,3,,,,,
2185,나는 왕따가 될꺼야 나는 왕따가 되기 싫은데,3,,,,,
2186,다음달에 여행을 가야되는데 코로나 바이러스 때문에 인종차별 당하면 어떡하지?,3,,,,,
2187,코로나 바이러스 때문에 못가면 어떡하지?  바이러스 제발 없어져라 아프게하지말아라 제발,3,,,,,
2188,좀 평온하고 행복하게 살 수 있게 해줘라 제발,3,,,,,
2189,마스크 값 올리지마라 진짜 너무한다. 확진자 나오면 바로바로 알려줘라 숨기지말아라 진짜 제발,3,,,,,
2190,어른들의 말이 문득 떠오른다...,0,,,,,
2191,어렸을때는 잔소리로만 들었던 말들이 이제야 느껴진다,0,,,,,
2192,하는 순간 내나이 어느덧 40줄 믿기지 않치만 세월이 이렇게 빨리 간다니,0,,,,,
2193,수많은 청소년 아이들이 이런걸 좀더 빨리 알았더라면 좋았을것을..,0,,,,,
2194,인생의 반을 벌써 살아오니 정말 하루하루를 소중히 여기고 생활해야한다는것을,0,,,,,
2195,어릴때 그저 엄마의 잔소리로만 생각했었는데 돌이켜 생각해보니 그것이 정말이지 그냥 나를 위해하셨던것을,0,,,,,
2196,"숙제하렴, 세수하렴, 가방 챙기렴, 밥먹으렴, 그_는 별거 아니라 생각했던 말들이 나를 위한 말들이었던것을 지금에서야 알아차렸다는것에 속상하고미안한 마음이 크지만 지금이라도 나의 소중한 엄마에게 감사함을 표현할수 있어서 얼마나 다행인것인가.....",0,,,,,
2197,내소중한 사람과 같이 있을 시간이 이제 생각 만큼 길지 않게 _다는것을 느낀 나이가 되어버리니 아!! 벌써 40년 이라는 시간이 흘러버렸다 좀더 빨리 알아으면 좋았을것을 아쉽지만 그럴시간이 없다는 것을 누구보다 알고 있으면서도 지금도 엄마에게 신경을 쓰지 않는 내모습을 보면서 다시 한번 반성하게 된다,0,,,,,
2198,같이 있던 시간은 잠깐 이었던거 같은데 벌써 이렇게 가버리다니,0,,,,,
2199,나중에 후회해도 말하고 싶어도 만지고 싶어도 목소리를 듣고 싶어도 듣지 못하고 말하지 못하기 전에,0,,,,,
2200,한번더 안아드리고 손이라도 잡아드리는 딸이 되어야겠다,1,,,,,
2201,엄마의 굽은 등을 보니 어렸을때는 내가 의지했던 모습이 어디로 가고 이제는 나에게 의지하시는 모습을 보니,0,,,,,
2202,눈가가 나도 모르게 촉촉해진다....,5,,,,,
2203,좀더 빨리 철이 들지 못한게 죄송한마음이다,5,,,,,
2204,지금도 시간은 흐르고 있다 이 소중한 시간을 너무 헛되이 보내지 않도록 하루하루를 소중히 여길수 있도록,0,,,,,
2205,앞으로 살아온 날만큼 살날이 남았다고 생각하니 더 소중하게 느껴지는 내하루하루를 위해서,0,,,,,
2206,오늘도 내일도 지금 이순간 열심히 살아야겠다는 생각이든다,0,,,,,
2207,지금 이글을 쓰느 순간도 지나고 보면 추억으로 남을것이고 10년뒤 이글을 다시보게 된다면 그때는 어떤기분이 들까?,0,,,,,
2208,후회없이 살아 왔다고 느낄수 있게 소중히 보내자,0,,,,,
2209,이제 욕심을 버리로 나와 가족 행복한 삶을 이어나갈수 있도록 남은 내 인생을 돈에 움직이지 말고 나를 위해 가족을 위해 살아가는 내가 되었으면 좋겠다,0,,,,,
2210,지금도 시간은 흐르고 내일이 오겠지만 지금에 만족하면 평범하고 소박한 _을 지향하면 우리 모두 행복한 날들을 보낼수 있을까싶다,1,,,,,
2211,10년뒤 20년뒤 에도 후회하지 않도록 나와 가족들 친구들 그리고 내 이웃 그리고 나를 아는 모든사람들과,1,,,,,
2212,요즘 코로나 바이러스가 사회를 공포로 휩싸이게 하고 있다.,3,,,,,
2213,"처음에는 대수롭지 않게 생각하던 사람들도 이제는 심각성을 깨닫고, 사람들의 대화주제도 늘 코로나 바이러스이다.",3,,,,,
2214,코로나 바이러스는 우리의 일상을 순식간에 바꿔버렸다.,3,,,,,
2215,요즘 4살 아들에게 이런 상황을 설명하며 항상 마스크를 껴야 한다고 설득하고 있다.,3,,,,,
2216,평소 내가 불만이었던 집돌이 남편과 집돌이 아들의 성향이 고마워졌다.,1,,,,,
2217,사람들의 불안감은 마스크에서 잘 나타난다.,3,,,,,
2218,"담임 교사로부터 전화를 받았다. 그런 걱정을 해보지 않은 것은 아니나, 막상 이런 일이 닥치니 가슴이 '쿵' 내려 앉았다.",3,,,,,
2219,"아이는 중학교 1학년.  담임 교사로부터  근 10여분 동안 얘기를 듣고 이해하려 애썼고 다시는 그런 일이 없도록 하겠다고 머리를 조아렸다.  얘기인 즉   내 아이가 좋아하고 남학생의 옆짝(물론 여학생이다.)을 괴롭힌다는 거다. 왕따를 시키고 급기야 울리기 까지 한  일이 오늘로 두 번째라는 것.  이에 대해  상대  남학생 조차 사실 좀 부담스러워 한다는 것.  그 일로 친구들이 선생님한테 혼나지 않을까 염려하자 내 아이  왈 "" 한번 면담만 하면…돼.""  했단다.  세상에나~   무서운 것 없는 그런 아이가 내 딸인가?",3,,,,,
2220,"퇴근 발걸음이 무거웠다.  직장 동료들과 머리를 맞댔으나 별 뾰족한 수는 떠오르지는 않고 딸 아이에게 해 줄 말은 커녕 손 끝 하나 움직일 기운도 의욕도 없는 무기력증이 밀려왔다.  계속 머리 아픈 일들이 연이어 터져 안그래도 머리가 복잡했고 쓸데없는 곳에 실없이 낭비한 내 에너지에 은근히 분노하고 있을 있을 요즘이었다.  허나 아이의 일 하나로 모든 내 몸의 촉수는 힘을 잃었다.  마냥 걱정스러운  피할 수만 있다면 피하고 싶은, 그러나 그럴 수는 없는.",3,,,,,
2221,현관 문을 열자 아이가 문 앞에 서 있었다.  눈치를 보며 내 가방을 받는다.  눈이 부었다.  울었다는 얘기다.  왜 이 아이는 아무때나 누구 앞에서나 저렇게 잘 울까?  나와는 또 다른 아이…  감정을 숨기고 옷을 갈아 입니다.  티셔츠에 머리를 집어넣는 순간….갑자기 안스러운 생각이 덮쳐온다.  방 한 귀퉁이에 쭈그리고 앉아 있는 아이를 안아줬다.  아이는 그제서야 울음을 터뜨린다.   불안했던 듯하다.  혹시 엄마가 상심하고 실망하고 혹  혼나지나 않을까하는 걱정까지 더 해진 듯하다.,3,,,,,
2222,구구절절 아이는 자신의 억울함을 흐느껴 가며 털어 놓는다.   내 딸이고 그 아이의 엄마라 난 아이의 말을 믿는다.  …그러기에 그냥 잠자코 들어 주었다.  그러면서도 앞으로 어떻게 처신을 해야하는 데 있어서는 서로 의견이 엇갈린다.  난 어른의 힘으로 밀어 부친다.  나름 억울한 면도 없진 않겠지만..... 아이는 잠시 후 말이 없어졌다.,5,,,,,
2223,"다음 날 퇴근 길에 수박을 샀다. 올 들어 처음 사는 수박이다.  무거워 엄두도 내지 않던, 뿐인가?   다 먹기 전에 시들고 때론 얼고…게다가 맛까지 없을 때의 그 처치 곤란함을 들어 한번도 살 마음이 내키지 않은 수박에 손이 간것은 순전이 아이 때문이다.  아이가 좋아하니까…  왠지 불쌍한 마음에 아이를 위해 이것 저것 손이 갔다.   김밥 재료도 샀다.  우리 동네 김밥집이 눈에 아른 거리지 않은 것은 아니나 곧 털어버렸다. 묵직한 무게만큼 마음도 든든해왔으니까…",3,,,,,
